ID,ImageHeight,ImageWidth
195_E4_1,1728,1728
195_E4_2,1728,1728
195_E6_1,1728,1728
195_E6_2,1728,1728
195_E7_1,1728,1728
195_E7_2,1728,1728
195_E9_1,1728,1728
195_E9_2,1728,1728
195_F11_1,1728,1728
195_F11_2,1728,1728
195_F12_1,1728,1728
195_F12_2,1728,1728
195_F4_1,1728,1728
195_F4_2,1728,1728
195_F6_1,1728,1728
195_F6_2,1728,1728
195_F7_1,1728,1728
195_F7_2,1728,1728
195_F8_1,1728,1728
195_F8_2,1728,1728
195_G10_1,1728,1728
195_G10_2,1728,1728
195_G3_1,1728,1728
195_G3_2,1728,1728
195_G5_1,1728,1728
195_G5_2,1728,1728
195_H3_1,1728,1728
195_H3_2,1728,1728
195_H4_1,1728,1728
195_H4_2,1728,1728
195_H7_1,1728,1728
195_H7_2,1728,1728
1961_A10_2,2048,2048
1961_A10_4,2048,2048
1961_A12_1,2048,2048
1961_A12_2,2048,2048
1961_A1_1,2048,2048
1961_A1_2,2048,2048
1961_B1_2,2048,2048
1961_B1_4,2048,2048
1961_B2_3,2048,2048
1961_B2_4,2048,2048
1961_B8_2,2048,2048
1961_B8_5,2048,2048
1961_C5_1,2048,2048
1961_C5_2,2048,2048
1961_D10_3,2048,2048
1961_D10_4,2048,2048
1961_D11_1,2048,2048
1961_D11_4,2048,2048
1961_D3_1,2048,2048
1961_D3_4,2048,2048
1961_E1_2,2048,2048
1961_E1_4,2048,2048
1961_F10_2,2048,2048
1961_F10_4,2048,2048
1961_F12_2,2048,2048
1961_F12_3,2048,2048
1961_F9_1,2048,2048
1961_F9_3,2048,2048
1961_G11_1,2048,2048
1961_G11_3,2048,2048
1961_G12_2,2048,2048
1961_G12_3,2048,2048
1961_H11_3,2048,2048
1961_H11_6,2048,2048
1961_H7_5,2048,2048
1961_H7_7,2048,2048
1962_A12_1,2048,2048
1962_A12_6,2048,2048
1962_A3_3,2048,2048
1962_A3_5,2048,2048
1962_A8_11,2048,2048
1962_A8_5,2048,2048
1962_B2_1,2048,2048
1962_B2_2,2048,2048
1962_C1_1,2048,2048
1962_C1_2,2048,2048
1962_E8_2,2048,2048
1962_E8_7,2048,2048
1962_E9_2,2048,2048
1962_E9_3,2048,2048
1962_F12_1,2048,2048
1962_F12_3,2048,2048
1962_F4_1,2048,2048
1962_F4_2,2048,2048
1962_G1_1,2048,2048
1962_G1_2,2048,2048
1962_G5_1,2048,2048
1962_G5_2,2048,2048
1962_H8_1,2048,2048
1962_H8_3,2048,2048
1964_A12_2,2048,2048
1964_A12_3,2048,2048
1964_B11_1,2048,2048
1964_B11_3,2048,2048
1964_B2_1,2048,2048
1964_B2_2,2048,2048
1964_B8_5,2048,2048
1964_B8_7,2048,2048
1964_C11_1,2048,2048
1964_C11_2,2048,2048
1964_C12_2,2048,2048
1964_C12_3,2048,2048
1964_C2_2,2048,2048
1964_C2_3,2048,2048
1964_C6_1,2048,2048
1964_C6_2,2048,2048
1964_D1_1,2048,2048
1964_D1_2,2048,2048
1964_D4_4,2048,2048
1964_D4_5,2048,2048
1964_D7_3,2048,2048
1964_D7_4,2048,2048
1964_E11_2,2048,2048
1964_E11_3,2048,2048
1964_E1_1,2048,2048
1964_E1_2,2048,2048
1964_F10_4,2048,2048
1964_F10_5,2048,2048
1964_F11_5,2048,2048
1964_F11_6,2048,2048
1964_F3_2,2048,2048
1964_F3_3,2048,2048
1964_F6_1,2048,2048
1964_F6_2,2048,2048
1964_G11_1,2048,2048
1964_G11_2,2048,2048
1964_G1_1,2048,2048
1964_G1_3,2048,2048
1964_H9_1,2048,2048
1964_H9_3,2048,2048
1965_A1_2,2048,2048
1965_A1_3,2048,2048
1965_A6_1,2048,2048
1965_A6_2,2048,2048
1965_B11_1,2048,2048
1965_B11_2,2048,2048
1965_B4_1,2048,2048
1965_B4_2,2048,2048
1965_B5_1,2048,2048
1965_B5_2,2048,2048
1965_E9_1,2048,2048
1965_E9_2,2048,2048
1965_F9_1,2048,2048
1965_F9_2,2048,2048
1965_G12_2,2048,2048
1965_G12_3,2048,2048
1965_G4_2,2048,2048
1965_G4_3,2048,2048
1966_A11_1,2048,2048
1966_A11_2,2048,2048
1966_A8_1,2048,2048
1966_A8_2,2048,2048
1966_A9_1,2048,2048
1966_A9_2,2048,2048
1966_B5_1,2048,2048
1966_B5_2,2048,2048
1966_C11_1,2048,2048
1966_C11_2,2048,2048
1966_C3_2,2048,2048
1966_C3_3,2048,2048
1966_D11_2,2048,2048
1966_D11_3,2048,2048
1966_E3_2,2048,2048
1966_E3_3,2048,2048
1966_E7_1,2048,2048
1966_E7_2,2048,2048
1966_F11_5,2048,2048
1966_F11_6,2048,2048
1966_F6_1,2048,2048
1966_F6_2,2048,2048
1966_F9_1,2048,2048
1966_F9_2,2048,2048
1966_G11_1,2048,2048
1966_G11_2,2048,2048
1967_A1_1,2048,2048
1967_A1_2,2048,2048
1967_A5_2,2048,2048
1967_A5_3,2048,2048
1967_A9_1,2048,2048
1967_A9_2,2048,2048
1967_B1_2,2048,2048
1967_B1_3,2048,2048
1967_B4_1,2048,2048
1967_B4_2,2048,2048
1967_B5_3,2048,2048
1967_B5_4,2048,2048
1967_B6_3,2048,2048
1967_B6_4,2048,2048
1967_B8_2,2048,2048
1967_B8_4,2048,2048
1967_C10_1,2048,2048
1967_C10_2,2048,2048
1967_D10_1,2048,2048
1967_D10_5,2048,2048
1967_D3_1,2048,2048
1967_D3_3,2048,2048
1967_D6_3,2048,2048
1967_D6_4,2048,2048
1967_E10_1,2048,2048
1967_E10_2,2048,2048
1967_E12_1,2048,2048
1967_E12_2,2048,2048
1967_E6_1,2048,2048
1967_E6_2,2048,2048
1967_F2_2,2048,2048
1967_F2_4,2048,2048
1967_G3_1,2048,2048
1967_G3_4,2048,2048
1967_G9_1,2048,2048
1967_G9_3,2048,2048
1967_H2_2,2048,2048
1967_H2_3,2048,2048
1967_H3_1,2048,2048
1967_H3_3,2048,2048
1967_H4_1,2048,2048
1967_H4_3,2048,2048
1967_H5_2,2048,2048
1967_H5_3,2048,2048
1967_H7_1,2048,2048
1967_H7_2,2048,2048
1968_B4_2,2048,2048
1968_B4_3,2048,2048
1968_D4_1,2048,2048
1968_D4_2,2048,2048
1968_D5_1,2048,2048
1968_D5_2,2048,2048
1968_E1_1,2048,2048
1968_E1_3,2048,2048
1968_E3_4,2048,2048
1968_E3_5,2048,2048
1968_F1_1,2048,2048
1968_F1_4,2048,2048
1968_F4_2,2048,2048
1968_F4_3,2048,2048
1968_G3_4,2048,2048
1968_G3_5,2048,2048
1968_G5_3,2048,2048
1968_G5_4,2048,2048
1968_G6_3,2048,2048
1968_G6_6,2048,2048
1968_H2_4,2048,2048
1968_H2_5,2048,2048
1969_A10_1,2048,2048
1969_A10_2,2048,2048
1969_B1_3,2048,2048
1969_B1_4,2048,2048
1969_B2_4,2048,2048
1969_B2_6,2048,2048
1969_B7_2,2048,2048
1969_B7_3,2048,2048
1969_C1_2,2048,2048
1969_C1_4,2048,2048
1969_D1_4,2048,2048
1969_D1_5,2048,2048
1969_D8_3,2048,2048
1969_D8_5,2048,2048
1969_E10_2,2048,2048
1969_E10_3,2048,2048
1969_E6_3,2048,2048
1969_E6_4,2048,2048
1969_E9_2,2048,2048
1969_E9_5,2048,2048
1969_F4_1,2048,2048
1969_F4_8,2048,2048
1969_F8_1,2048,2048
1969_F8_5,2048,2048
1969_H4_12,2048,2048
1969_H4_6,2048,2048
196_A2_1,2048,2048
196_A2_2,2048,2048
196_A8_1,2048,2048
196_A8_2,2048,2048
196_B11_1,2048,2048
196_B11_2,2048,2048
196_B12_1,2048,2048
196_B12_2,2048,2048
196_B2_1,2048,2048
196_B2_2,2048,2048
196_B5_1,2048,2048
196_B5_2,2048,2048
196_B6_1,2048,2048
196_B6_2,2048,2048
196_B8_1,2048,2048
196_B8_2,2048,2048
196_B9_1,2048,2048
196_B9_2,2048,2048
196_C12_1,2048,2048
196_C12_2,2048,2048
196_C2_1,2048,2048
196_C2_2,2048,2048
196_C4_1,2048,2048
196_C4_2,2048,2048
196_C6_3,2048,2048
196_C6_4,2048,2048
196_C8_1,2048,2048
196_C8_2,2048,2048
196_C9_1,2048,2048
196_C9_2,2048,2048
196_D12_3,2048,2048
196_D12_4,2048,2048
196_D4_1,2048,2048
196_D4_2,2048,2048
196_D8_1,2048,2048
196_D8_2,2048,2048
196_E10_1,2048,2048
196_E10_2,2048,2048
196_E1_1,2048,2048
196_E1_2,2048,2048
196_E2_1,2048,2048
196_E2_2,2048,2048
196_E6_1,2048,2048
196_E6_2,2048,2048
196_E7_1,2048,2048
196_E7_2,2048,2048
196_E9_1,2048,2048
196_E9_2,2048,2048
196_F10_1,2048,2048
196_F10_2,2048,2048
196_F11_1,2048,2048
196_F11_2,2048,2048
196_F12_1,2048,2048
196_F12_2,2048,2048
196_F4_1,2048,2048
196_F4_2,2048,2048
196_F6_1,2048,2048
196_F6_2,2048,2048
196_F7_1,2048,2048
196_F7_2,2048,2048
196_F8_1,2048,2048
196_F8_2,2048,2048
196_G10_1,2048,2048
196_G10_2,2048,2048
196_G3_1,2048,2048
196_G3_2,2048,2048
196_G5_1,2048,2048
196_G5_2,2048,2048
196_H4_1,2048,2048
196_H4_2,2048,2048
196_H7_1,2048,2048
196_H7_2,2048,2048
1970_B7_1,2048,2048
1970_B7_2,2048,2048
1970_D3_1,2048,2048
1970_D3_2,2048,2048
1970_D4_2,2048,2048
1970_D4_3,2048,2048
1970_D5_2,2048,2048
1970_D5_6,2048,2048
1970_E3_1,2048,2048
1970_E3_2,2048,2048
1970_E5_1,2048,2048
1970_E5_2,2048,2048
1970_F1_1,2048,2048
1970_F1_3,2048,2048
1970_F6_1,2048,2048
1970_F6_2,2048,2048
1970_G1_5,2048,2048
1970_G1_6,2048,2048
1970_H3_1,2048,2048
1970_H3_2,2048,2048
1971_B8_1,2048,2048
1971_B8_2,2048,2048
1971_B9_1,2048,2048
1971_B9_2,2048,2048
1971_C4_2,2048,2048
1971_C4_6,2048,2048
1971_D2_1,2048,2048
1971_D2_2,2048,2048
1971_D9_1,2048,2048
1971_D9_2,2048,2048
1971_E11_1,2048,2048
1971_E11_2,2048,2048
1971_E7_1,2048,2048
1971_E7_2,2048,2048
1971_F1_2,2048,2048
1971_F1_3,2048,2048
1971_F9_2,2048,2048
1971_F9_3,2048,2048
1971_G5_3,2048,2048
1971_G5_7,2048,2048
1971_G6_4,2048,2048
1971_G6_5,2048,2048
1971_H3_1,2048,2048
1971_H3_2,2048,2048
1971_H4_1,2048,2048
1971_H4_2,2048,2048
1972_A11_32,2048,2048
1972_A11_33,2048,2048
1972_A9_3,3072,3072
1972_A9_7,3072,3072
1972_C11_30,3072,3072
1972_C11_4,3072,3072
1972_C1_1,3072,3072
1972_C1_30,3072,3072
1972_C7_2,3072,3072
1972_C7_9,3072,3072
1972_C8_1,3072,3072
1972_C8_22,3072,3072
1972_E2_10,3072,3072
1972_E2_30,3072,3072
1972_E4_29,3072,3072
1972_E4_6,3072,3072
1972_E7_15,3072,3072
1972_E7_30,3072,3072
1972_E9_22,3072,3072
1972_E9_5,3072,3072
1972_F8_13,3072,3072
1972_F8_28,3072,3072
1972_G10_14,3072,3072
1972_G10_19,3072,3072
1972_G1_23,3072,3072
1972_G1_7,3072,3072
1972_G6_13,3072,3072
1972_G6_2,3072,3072
1972_G8_22,3072,3072
1972_G8_29,3072,3072
1972_H1_17,3072,3072
1972_H1_3,3072,3072
1973_A2_12,3072,3072
1973_A2_6,3072,3072
1973_B3_12,3072,3072
1973_B3_4,3072,3072
1973_B5_31,2048,2048
1973_B5_32,2048,2048
1973_C3_31,2048,2048
1973_C3_32,2048,2048
1973_C6_32,2048,2048
1973_C6_33,2048,2048
1973_D9_21,3072,3072
1973_D9_26,3072,3072
1973_E10_30,3072,3072
1973_E10_5,3072,3072
1973_E11_20,3072,3072
1973_E11_28,3072,3072
1973_E12_22,3072,3072
1973_E12_5,3072,3072
1973_E5_32,2048,2048
1973_E5_33,2048,2048
1973_E8_27,3072,3072
1973_E8_3,3072,3072
1973_E9_29,3072,3072
1973_E9_4,3072,3072
1973_F1_19,3072,3072
1973_F1_31,2048,2048
1973_G12_13,3072,3072
1973_G12_3,3072,3072
1973_G1_24,3072,3072
1973_G1_3,3072,3072
1973_G5_31,2048,2048
1973_G5_33,2048,2048
1973_H11_10,3072,3072
1973_H11_5,3072,3072
1975_A1_2,2048,2048
1975_A1_3,2048,2048
1975_A3_1,2048,2048
1975_A3_2,2048,2048
1975_A8_2,2048,2048
1975_A8_3,2048,2048
1975_B4_1,2048,2048
1975_B4_2,2048,2048
1975_C7_5,2048,2048
1975_C7_6,2048,2048
1975_D10_2,2048,2048
1975_D10_3,2048,2048
1975_D11_1,2048,2048
1975_D11_2,2048,2048
1975_D2_1,2048,2048
1975_D2_3,2048,2048
1975_D4_1,2048,2048
1975_D4_2,2048,2048
1975_D7_4,2048,2048
1975_D7_5,2048,2048
1975_E11_2,2048,2048
1975_E11_3,2048,2048
1975_E2_1,2048,2048
1975_E2_2,2048,2048
1975_E5_2,2048,2048
1975_E5_6,2048,2048
1975_F7_1,2048,2048
1975_F7_2,2048,2048
1975_G8_1,2048,2048
1975_G8_3,2048,2048
1975_H10_1,2048,2048
1975_H10_2,2048,2048
1975_H11_2,2048,2048
1975_H11_3,2048,2048
1975_H1_1,2048,2048
1975_H1_2,2048,2048
1975_H4_2,2048,2048
1975_H4_3,2048,2048
1975_H8_1,2048,2048
1975_H8_2,2048,2048
1976_A4_3,2048,2048
1976_A4_4,2048,2048
1976_B12_1,2048,2048
1976_B12_3,2048,2048
1976_B4_1,2048,2048
1976_B4_2,2048,2048
1976_C2_1,2048,2048
1976_C2_2,2048,2048
1976_C5_2,2048,2048
1976_C5_3,2048,2048
1976_C8_2,2048,2048
1976_C8_3,2048,2048
1976_D4_1,2048,2048
1976_D4_2,2048,2048
1976_D9_1,2048,2048
1976_D9_2,2048,2048
1976_E1_1,2048,2048
1976_E1_2,2048,2048
1976_E7_1,2048,2048
1976_E7_2,2048,2048
1976_F10_1,2048,2048
1976_F10_2,2048,2048
1976_F9_1,2048,2048
1976_F9_2,2048,2048
1976_G1_1,2048,2048
1976_G1_2,2048,2048
1976_G7_1,2048,2048
1976_G7_2,2048,2048
1976_G8_1,2048,2048
1976_G8_2,2048,2048
1976_H1_1,2048,2048
1976_H1_2,2048,2048
1976_H6_1,2048,2048
1976_H6_2,2048,2048
1976_H7_1,2048,2048
1976_H7_2,2048,2048
1977_A12_41,3072,3072
1977_A12_54,3072,3072
1977_A5_62,2048,2048
1977_A5_63,2048,2048
1977_A8_47,3072,3072
1977_A8_56,3072,3072
1977_B10_39,3072,3072
1977_B10_48,3072,3072
1977_B11_62,2048,2048
1977_B11_63,2048,2048
1977_B5_37,3072,3072
1977_B5_53,3072,3072
1977_B6_46,3072,3072
1977_B6_52,3072,3072
1977_B7_32,3072,3072
1977_B7_51,3072,3072
1977_C12_61,2048,2048
1977_C12_62,2048,2048
1977_C7_42,3072,3072
1977_C7_50,3072,3072
1977_D10_36,3072,3072
1977_D10_45,3072,3072
1977_D3_47,3072,3072
1977_D3_59,3072,3072
1977_F2_42,3072,3072
1977_F2_50,3072,3072
1977_F3_32,3072,3072
1977_F3_49,3072,3072
1977_F5_40,3072,3072
1977_F5_55,3072,3072
1977_F6_33,3072,3072
1977_F6_48,3072,3072
1977_G12_55,3072,3072
1977_G12_59,3072,3072
1977_G9_61,2048,2048
1977_G9_62,2048,2048
1977_H2_37,3072,3072
1977_H2_50,3072,3072
1977_H6_36,3072,3072
1977_H6_46,3072,3072
1978_A6_2,2048,2048
1978_A6_3,2048,2048
1978_B10_1,2048,2048
1978_B10_2,2048,2048
1978_B1_1,2048,2048
1978_B1_2,2048,2048
1978_B3_3,2048,2048
1978_B3_4,2048,2048
1978_B4_1,2048,2048
1978_B4_3,2048,2048
1978_C10_1,2048,2048
1978_C10_2,2048,2048
1978_C3_5,2048,2048
1978_C3_6,2048,2048
1978_E2_7,2048,2048
1978_E2_9,2048,2048
1978_E4_1,2048,2048
1978_E4_2,2048,2048
1978_F10_1,2048,2048
1978_F10_2,2048,2048
1978_G11_1,2048,2048
1978_G11_2,2048,2048
1978_G2_3,2048,2048
1978_G2_5,2048,2048
1978_G5_1,2048,2048
1978_G5_2,2048,2048
1978_H4_1,2048,2048
1978_H4_2,2048,2048
1978_H5_2,2048,2048
1978_H5_3,2048,2048
1979_A4_1,2048,2048
1979_A4_2,2048,2048
1979_A9_1,2048,2048
1979_A9_2,2048,2048
1979_B4_1,2048,2048
1979_B4_2,2048,2048
1979_C10_1,2048,2048
1979_C10_2,2048,2048
1979_D2_2,2048,2048
1979_D2_4,2048,2048
1979_G4_1,2048,2048
1979_G4_2,2048,2048
1979_G9_1,2048,2048
1979_G9_2,2048,2048
1979_H7_1,2048,2048
1979_H7_2,2048,2048
197_A10_1,1728,1728
197_A10_2,1728,1728
197_A2_1,1728,1728
197_A2_2,1728,1728
197_A7_1,1728,1728
197_A7_2,1728,1728
197_A8_1,1728,1728
197_A8_2,1728,1728
197_A9_1,1728,1728
197_A9_2,1728,1728
197_B11_1,1728,1728
197_B11_2,1728,1728
197_B12_1,1728,1728
197_B12_2,1728,1728
197_B2_1,1728,1728
197_B2_2,1728,1728
197_B5_1,1728,1728
197_B5_2,1728,1728
197_B6_1,1728,1728
197_B6_2,1728,1728
197_B8_1,1728,1728
197_B8_2,1728,1728
197_B9_1,1728,1728
197_B9_2,1728,1728
197_C2_1,1728,1728
197_C2_2,1728,1728
197_C4_1,1728,1728
197_C4_2,1728,1728
197_C6_1,1728,1728
197_C6_2,1728,1728
197_C9_1,1728,1728
197_C9_2,1728,1728
197_D12_1,1728,1728
197_D12_2,1728,1728
197_D2_1,1728,1728
197_D2_2,1728,1728
197_D3_1,1728,1728
197_D3_2,1728,1728
197_D4_1,1728,1728
197_D4_2,1728,1728
197_D8_1,1728,1728
197_D8_2,1728,1728
197_E10_1,1728,1728
197_E10_2,1728,1728
197_E1_1,1728,1728
197_E1_2,1728,1728
197_E2_1,1728,1728
197_E2_2,1728,1728
197_E4_1,1728,1728
197_E4_2,1728,1728
197_E6_1,1728,1728
197_E6_2,1728,1728
197_E7_1,1728,1728
197_E7_2,1728,1728
197_E9_1,1728,1728
197_E9_2,1728,1728
197_F10_1,1728,1728
197_F10_2,1728,1728
197_F11_1,1728,1728
197_F11_2,1728,1728
197_F12_1,1728,1728
197_F12_2,1728,1728
197_F7_1,1728,1728
197_F7_2,1728,1728
197_F8_1,1728,1728
197_F8_2,1728,1728
197_G10_1,1728,1728
197_G10_2,1728,1728
197_G11_1,1728,1728
197_G11_2,1728,1728
197_G12_1,1728,1728
197_G12_2,1728,1728
197_G2_1,1728,1728
197_G2_2,1728,1728
197_G3_1,1728,1728
197_G3_2,1728,1728
197_G5_1,1728,1728
197_G5_2,1728,1728
197_G7_1,1728,1728
197_G7_2,1728,1728
197_H3_1,1728,1728
197_H3_2,1728,1728
197_H4_1,1728,1728
197_H4_2,1728,1728
197_H7_1,1728,1728
197_H7_2,1728,1728
1980_A7_2,2048,2048
1980_A7_4,2048,2048
1980_C3_1,2048,2048
1980_C3_4,2048,2048
1980_C4_3,2048,2048
1980_C4_4,2048,2048
1980_C6_2,2048,2048
1980_C6_3,2048,2048
1980_D2_1,2048,2048
1980_D2_3,2048,2048
1980_D6_2,2048,2048
1980_D6_3,2048,2048
1980_E9_1,2048,2048
1980_E9_5,2048,2048
1980_F5_1,2048,2048
1980_F5_3,2048,2048
1980_G1_1,2048,2048
1980_G1_4,2048,2048
1981_A2_3,2048,2048
1981_A2_6,2048,2048
1981_A6_1,2048,2048
1981_A6_2,2048,2048
1981_B10_1,2048,2048
1981_B10_4,2048,2048
1981_B5_2,2048,2048
1981_B5_4,2048,2048
1981_C2_2,2048,2048
1981_C2_6,2048,2048
1981_C5_1,2048,2048
1981_C5_2,2048,2048
1981_D11_1,2048,2048
1981_D11_2,2048,2048
1981_D5_1,2048,2048
1981_D5_2,2048,2048
1981_E1_1,2048,2048
1981_E1_2,2048,2048
1981_F11_1,2048,2048
1981_F11_6,2048,2048
1981_F2_1,2048,2048
1981_F2_2,2048,2048
1981_G3_1,2048,2048
1981_G3_3,2048,2048
1981_G4_3,2048,2048
1981_G4_5,2048,2048
1981_G9_5,2048,2048
1981_G9_6,2048,2048
1981_H1_2,2048,2048
1981_H1_3,2048,2048
1981_H9_1,2048,2048
1981_H9_2,2048,2048
1983_A3_1,3072,3072
1983_A3_8,3072,3072
1983_A7_12,3072,3072
1983_A7_27,3072,3072
1983_A9_16,3072,3072
1983_A9_6,3072,3072
1983_B12_13,3072,3072
1983_B12_17,3072,3072
1983_B9_17,3072,3072
1983_B9_28,3072,3072
1983_D11_17,3072,3072
1983_D11_29,3072,3072
1983_E11_13,3072,3072
1983_E11_3,3072,3072
1983_F11_29,3072,3072
1983_F11_8,3072,3072
1983_F3_13,3072,3072
1983_F3_9,3072,3072
1983_F7_12,3072,3072
1983_F7_7,3072,3072
1983_G4_21,3072,3072
1983_G4_6,3072,3072
1983_G7_15,3072,3072
1983_G7_18,3072,3072
1983_H3_3,3072,3072
1983_H3_9,3072,3072
1983_H4_10,3072,3072
1983_H4_21,3072,3072
1983_H6_14,3072,3072
1983_H6_24,3072,3072
1984_A1_13,3072,3072
1984_A1_19,3072,3072
1984_C11_4,3072,3072
1984_C11_6,3072,3072
1984_D1_11,3072,3072
1984_D1_20,3072,3072
1984_D5_19,3072,3072
1984_D5_8,3072,3072
1984_E12_16,3072,3072
1984_E12_29,3072,3072
1984_E9_17,3072,3072
1984_E9_30,3072,3072
1984_F12_15,3072,3072
1984_F12_17,3072,3072
1984_H10_25,3072,3072
1984_H10_29,3072,3072
1985_B3_12,3072,3072
1985_B3_29,3072,3072
1985_B7_16,3072,3072
1985_B7_21,3072,3072
1985_C12_14,3072,3072
1985_C12_25,3072,3072
1985_C1_1,2048,2048
1985_C1_2,2048,2048
1985_C8_3,3072,3072
1985_C8_7,3072,3072
1985_D3_13,3072,3072
1985_D3_23,3072,3072
1985_D7_25,3072,3072
1985_D7_6,3072,3072
1985_E10_14,3072,3072
1985_E10_21,3072,3072
1985_G1_1,2048,2048
1985_G1_2,2048,2048
1985_G4_4,3072,3072
1985_G4_7,3072,3072
1985_H2_30,3072,3072
1985_H2_7,3072,3072
1985_H7_3,3072,3072
1985_H7_6,3072,3072
1986_A6_31,2048,2048
1986_A6_34,2048,2048
1986_B10_13,3072,3072
1986_B10_2,3072,3072
1986_B11_11,3072,3072
1986_B11_17,3072,3072
1986_C12_11,3072,3072
1986_C12_27,3072,3072
1986_E11_28,3072,3072
1986_E11_2,3072,3072
1986_F10_29,3072,3072
1986_F10_4,3072,3072
1986_F2_33,2048,2048
1986_F2_34,2048,2048
1986_G7_32,2048,2048
1986_G7_33,2048,2048
1986_G8_12,3072,3072
1986_G8_22,3072,3072
1987_A9_1,2048,2048
1987_A9_2,2048,2048
1987_B9_3,2048,2048
1987_B9_6,2048,2048
1987_C10_2,2048,2048
1987_C10_3,2048,2048
1987_C9_3,2048,2048
1987_C9_4,2048,2048
1987_E10_1,2048,2048
1987_E10_3,2048,2048
1987_F10_2,2048,2048
1987_F10_6,2048,2048
1987_F9_2,2048,2048
1987_F9_4,2048,2048
1987_G9_3,2048,2048
1987_G9_4,2048,2048
1989_C11_1,2048,2048
1989_C11_2,2048,2048
1989_D2_1,2048,2048
1989_D2_3,2048,2048
1989_F9_1,2048,2048
1989_F9_3,2048,2048
1989_G9_3,2048,2048
1989_G9_4,2048,2048
198_A11_1,1728,1728
198_A11_2,1728,1728
198_A12_1,1728,1728
198_A12_2,1728,1728
198_A6_1,1728,1728
198_A6_2,1728,1728
198_B12_1,1728,1728
198_B12_2,1728,1728
198_B3_1,1728,1728
198_B3_2,1728,1728
198_B5_1,1728,1728
198_B5_2,1728,1728
198_B6_1,1728,1728
198_B6_2,1728,1728
198_B7_1,1728,1728
198_B7_2,1728,1728
198_B8_1,1728,1728
198_B8_2,1728,1728
198_C11_1,1728,1728
198_C11_2,1728,1728
198_C12_1,1728,1728
198_C12_2,1728,1728
198_C4_1,1728,1728
198_C4_2,1728,1728
198_D10_3,1728,1728
198_D10_4,1728,1728
198_D12_1,1728,1728
198_D12_2,1728,1728
198_D2_1,1728,1728
198_D2_2,1728,1728
198_D3_1,1728,1728
198_D3_2,1728,1728
198_D5_1,1728,1728
198_D5_2,1728,1728
198_D9_3,1728,1728
198_D9_4,1728,1728
198_E10_1,1728,1728
198_E10_2,1728,1728
198_E11_1,1728,1728
198_E11_2,1728,1728
198_E12_1,1728,1728
198_E12_2,1728,1728
198_E2_3,1728,1728
198_E2_4,1728,1728
198_E3_1,1728,1728
198_E3_2,1728,1728
198_E5_1,1728,1728
198_E5_2,1728,1728
198_F11_1,1728,1728
198_F11_2,1728,1728
198_F5_1,1728,1728
198_F5_2,1728,1728
198_F6_1,1728,1728
198_F6_2,1728,1728
198_F7_1,1728,1728
198_F7_2,1728,1728
198_F9_1,1728,1728
198_F9_2,1728,1728
198_G10_1,1728,1728
198_G10_2,1728,1728
198_G1_1,1728,1728
198_G1_2,1728,1728
198_G2_1,1728,1728
198_G2_2,1728,1728
198_G3_1,1728,1728
198_G3_2,1728,1728
198_G4_1,1728,1728
198_G4_2,1728,1728
198_G7_1,1728,1728
198_G7_2,1728,1728
198_G8_1,1728,1728
198_G8_2,1728,1728
198_H10_1,1728,1728
198_H10_2,1728,1728
198_H1_3,1728,1728
198_H1_4,1728,1728
198_H4_1,1728,1728
198_H4_2,1728,1728
198_H5_1,1728,1728
198_H5_2,1728,1728
198_H6_1,1728,1728
198_H6_2,1728,1728
198_H7_1,1728,1728
198_H7_2,1728,1728
198_H8_1,1728,1728
198_H8_2,1728,1728
1992_A6_33,3072,3072
1992_A6_46,3072,3072
1992_A7_34,3072,3072
1992_A7_38,3072,3072
1992_B1_31,2048,2048
1992_B1_32,2048,2048
1992_C6_62,2048,2048
1992_C6_63,2048,2048
1992_E2_23,3072,3072
1992_E2_30,3072,3072
1992_E4_62,2048,2048
1992_E4_64,2048,2048
1992_E8_38,3072,3072
1992_E8_41,3072,3072
1992_F8_32,3072,3072
1992_F8_45,3072,3072
1992_G1_31,2048,2048
1992_G1_32,2048,2048
1992_H1_32,2048,2048
1992_H1_33,2048,2048
1992_H9_61,2048,2048
1992_H9_65,2048,2048
1993_A10_1,2048,2048
1993_A10_2,2048,2048
1993_A1_2,2048,2048
1993_A1_3,2048,2048
1993_A3_4,2048,2048
1993_A3_6,2048,2048
1993_C6_1,2048,2048
1993_C6_3,2048,2048
1993_C7_1,2048,2048
1993_C7_2,2048,2048
1993_D10_4,2048,2048
1993_D10_6,2048,2048
1993_D12_1,2048,2048
1993_D12_2,2048,2048
1993_D2_1,2048,2048
1993_D2_2,2048,2048
1993_D8_1,2048,2048
1993_D8_7,2048,2048
1993_F11_1,2048,2048
1993_F11_2,2048,2048
1993_F5_1,2048,2048
1993_F5_2,2048,2048
1993_G10_3,2048,2048
1993_G10_4,2048,2048
1993_G1_2,2048,2048
1993_G1_3,2048,2048
1993_H10_1,2048,2048
1993_H10_3,2048,2048
1996_A8_1,2048,2048
1996_A8_3,2048,2048
1996_B8_1,2048,2048
1996_B8_5,2048,2048
1996_C10_3,2048,2048
1996_C10_4,2048,2048
1996_C5_3,2048,2048
1996_C5_4,2048,2048
1996_D9_2,2048,2048
1996_D9_3,2048,2048
1996_E1_1,2048,2048
1996_E1_2,2048,2048
1996_F10_1,2048,2048
1996_F10_2,2048,2048
1996_F5_1,2048,2048
1996_F5_4,2048,2048
1996_F6_2,2048,2048
1996_F6_3,2048,2048
